3,0,3,stevenjeff (傑夫),[問卦] 紅包可以放五倍券嗎?,Sat Oct 23 22:18:36 2021
0,0,0,Oisiossos (LV.1初心者),[問卦] 現在誰會認為台灣太自由,Sun Oct 24 09:00:50 2021
11,1,10,qq326 (甦醒吧~*),Re,Sun Oct 24 08:08:44 2021
44,9,35,kcbill (明日やろうは馬鹿野郎だ),[新聞] 陳柏惟罷免案通過! 顏家人歡欣鼓掌,Sun Oct 24 00:02:49 2021
6,0,6,touurtn (vv),Re,Sun Oct 24 01:15:11 2021
7,0,7,taot917 (每天一點新鮮),[問卦] 高雄人撿到寶會請吃宵夜嗎？,Sat Oct 23 22:15:42 2021
15,3,12,PPTer (投影片人),[問卦] 欸 薑母鴨、麻油雞、燒酒雞誰第一？,Sun Oct 24 00:59:05 2021
11,48,-37,BBMADE (Let's not fall in love),[新聞] 超粒方、旅行YJ分手了！　認愛1年多突發,Sat Oct 23 23:20:50 2021
6,4,2,purine5566 (漂亮56),Re,Sat Oct 23 22:34:01 2021
2,0,2,ayokayok (Simon Wu),Re,Sat Oct 23 22:35:56 2021
27,6,21,SEVENxELEVEN (森77),[新聞] 驚悚畫面曝！嬤推娃娃車載孫過馬路遭撞飛,Sat Oct 23 23:28:57 2021
23,2,21,Rita0205 (姆咪榨豆漿),[問卦] 塔綠班會發起聖戰嗎？,Sun Oct 24 01:16:04 2021
10,3,7,onetwogo (中國訊息報告工(正確版)),[新聞] 拜登承諾防衛台灣 北韓也來插一腳,Sun Oct 24 07:12:26 2021
5,0,5,ae034 (gone with wind),[問卦] 今天少了香港芒果乾才輸的？,Sun Oct 24 00:33:45 2021
13,1,12,xy1904312 (NatsuNoHaya),[問卦] 市長議員立委都罷過了 嚐鮮期過了吧？,Sat Oct 23 23:29:07 2021
1,0,1,laptic (靜夜聖林彼岸花),Re,Sun Oct 24 07:15:14 2021
4,2,2,XI (MAN),Re,Sat Oct 23 23:16:48 2021
2,3,-1,be371155784 (冰),[問卦] 主管被裁掉，組員怎麼辦,Sun Oct 24 00:32:41 2021
4,2,2,baoganlern (爆肝人),[問卦] 朋友崩潰了怎麼辦？,Sun Oct 24 02:43:26 2021
3,0,3,A6 (短ID真好),Re,Sun Oct 24 00:16:17 2021
3,0,3,skylion (溫暖的傳說),Re,Sun Oct 24 00:08:46 2021
5,6,-1,zalora (lara),[問卦] 為什麼垃圾要霸凌別人還會找一堆藉口,Sun Oct 24 01:43:40 2021
1,1,0,asas1asas200 (廢文製造者),[問卦] 知道自己要被開除還會認真工作嗎,Sun Oct 24 00:31:29 2021
2,2,0,poopoo50000 (普羅米效斯),[問卦] 各位下班有跑去哪打工兼差嗎,Sun Oct 24 00:41:01 2021
46,5,41,leefengynh (/65G ・ 125/250K1W),[問卦] 塔綠班想修選罷法了？,Sun Oct 24 00:22:28 2021
177,9,168,"ckk007 (~_~"")",[新聞] 高雄擁4座焚化廠 長期代燒外縣市垃圾,Sat Oct 23 23:34:20 2021
10,5,5,james7923 (詹姆士Q),[問卦] GTA5結局選擇 幹掉崔佛才是合理的吧?,Sun Oct 24 00:08:08 2021
1,0,1,skizard ( ),Re,Sun Oct 24 08:42:38 2021
4,0,4,kinjk01 (小白),[問卦] 同事約下班去酒吧聊天要去嗎？,Sun Oct 24 00:13:38 2021
1,1,0,abcpiii (KJ),[問卦] 大哥沒有輸！！！！,Sat Oct 23 22:26:00 2021
4,7,-3,leavez (XD),[問卦] 黃瓜片好吃還難吃,Sun Oct 24 01:18:49 2021
7,1,6,PoPonn (如果你有一發),[問卦] 我朋友去什麼自我探索的活動？,Sat Oct 23 23:35:43 2021
6,0,6,fart5566 (),Re,Sun Oct 24 08:28:01 2021
4,0,4,Number87 (人畜無害),[問卦]塔綠班來拍魷魚遊戲劇本要怎麼寫,Sat Oct 23 23:54:22 2021
0,0,0,YU0121 (愛玉冰™),Re,Sun Oct 24 00:25:02 2021
